complaint_id,complainant_ethnicity,complainant_gender,complainant_age_incident,fado_type,allegation,precinct,board_disposition
37529,White,Male,30.0,Discourtesy,Word,5.0,Substantiated (Formalized Training)
37529,White,Female,28.0,Abuse of Authority,Refusal to obtain medical treatment,5.0,Unsubstantiated
40058,Black,Male,31.0,Abuse of Authority,Vehicle stop,32.0,Exonerated
40058,Black,Male,31.0,Abuse of Authority,Refusal to provide name/shield number,32.0,Substantiated (Command Discipline A)
40058,Black,Male,31.0,Discourtesy,Word,32.0,Substantiated (Command Discipline A)
40058,Black,Male,31.0,Abuse of Authority,Threat of arrest,32.0,Substantiated (Command Discipline A)
40058,Black,Male,31.0,Abuse of Authority,Retaliatory summons,32.0,Substantiated (Command Discipline A)
7854,Asian,Male,31.0,Abuse of Authority,Retaliatory summons,68.0,Substantiated (Charges)
12320,Other Race,Male,12.0,Abuse of Authority,Retaliatory arrest,68.0,Substantiated (Charges)
12320,Other Race,Male,12.0,Force,Physical force,68.0,Unsubstantiated
25700,White,Male,26.0,Force,Physical force,68.0,Unsubstantiated
41513,Other Race,Female,22.0,Discourtesy,Word,75.0,Substantiated (Command Lvl Instructions)
41513,Other Race,Female,22.0,Abuse of Authority,Failure to provide RTKA card,75.0,Unsubstantiated
15974,Other Race,Male,52.0,Abuse of Authority,Vehicle search,13.0,Unsubstantiated
15974,Other Race,Male,52.0,Force,Physical force,13.0,Unsubstantiated
15974,Other Race,Male,52.0,Abuse of Authority,Retaliatory summons,13.0,Unsubstantiated
28578,Hispanic,Female,48.0,Abuse of Authority,Refusal to provide name/shield number,13.0,Unsubstantiated
33733,Black,Male,61.0,Offensive Language,Ethnicity,13.0,Unsubstantiated
33733,Black,Male,61.0,Abuse of Authority,Other,13.0,Unsubstantiated
36687,Other Race,Male,53.0,Abuse of Authority,Retaliatory summons,13.0,Substantiated (Command Discipline A)
18044,Black,Male,65.0,Abuse of Authority,Stop,73.0,Exonerated
24693,Black,Male,50.0,Abuse of Authority,Search (of person),73.0,Unsubstantiated
24693,Black,Male,50.0,Abuse of Authority,Frisk,73.0,Substantiated (Charges)
25007,Black,Male,20.0,Abuse of Authority,Frisk,73.0,Exonerated
25007,Black,Male,20.0,Force,Chokehold,73.0,Unsubstantiated
25007,Black,Female,41.0,Abuse of Authority,Search (of person),73.0,Unsubstantiated
24693,Black,Male,50.0,Abuse of Authority,Question,73.0,Substantiated (Charges)
24693,Black,Male,50.0,Abuse of Authority,Retaliatory summons,73.0,Substantiated (Charges)
3869,Black,Female,24.0,Abuse of Authority,Refusal to provide name/shield number,46.0,Unsubstantiated
7189,Hispanic,Female,40.0,Discourtesy,Demeanor/tone,46.0,Unsubstantiated
8894,Black,Female,36.0,Abuse of Authority,Search (of person),32.0,Substantiated (Charges)
8894,Black,Female,36.0,Abuse of Authority,Question and/or stop,32.0,Substantiated (Charges)
13225,Hispanic,Male,36.0,Force,Nonlethal restraining device,52.0,Substantiated (Command Discipline)
24030,Black,Male,48.0,Discourtesy,Word,26.0,Substantiated (Charges)
34184,Other Race,Female,48.0,Abuse of Authority,Threat of arrest,30.0,Exonerated
39148,Other Race,Male,50.0,Abuse of Authority,Threat re: removal to hospital,30.0,Unsubstantiated
40296,Other Race,Male,30.0,Abuse of Authority,Threat of arrest,30.0,Exonerated
37939,Black,Male,38.0,Abuse of Authority,Refusal to process civilian complaint,30.0,Substantiated (Command Discipline A)
25171,Black,Female,16.0,Abuse of Authority,Stop,77.0,Exonerated
25171,Black,Female,39.0,Abuse of Authority,Threat to damage/seize property,77.0,Substantiated (Instructions)
27653,Black,Male,20.0,Force,Physical force,77.0,Unsubstantiated
27653,Black,Male,20.0,Force,Nightstick as club (incl asp & baton),77.0,Exonerated
27653,Black,Male,20.0,Abuse of Authority,Stop,77.0,Exonerated
31091,Black,Male,26.0,Force,Gun Pointed,71.0,Exonerated
31091,Black,Male,26.0,Abuse of Authority,Stop,71.0,Exonerated
31091,Black,Male,26.0,Force,Gun fired,71.0,Exonerated
31409,Black,Male,16.0,Force,Physical force,77.0,Substantiated (Charges)
27653,Black,Male,20.0,Abuse of Authority,Search (of person),77.0,Unsubstantiated
27653,Black,Male,20.0,Abuse of Authority,Strip-searched,77.0,Unsubstantiated
22053,Black,Male,20.0,Abuse of Authority,Strip-searched,73.0,Unsubstantiated
22053,Black,Male,20.0,Abuse of Authority,Retaliatory summons,73.0,Substantiated (Command Discipline)
30830,Black,Male,23.0,Abuse of Authority,Search (of person),77.0,Unsubstantiated
30830,Black,Male,23.0,Discourtesy,Word,77.0,Unsubstantiated
30830,Black,Male,23.0,Abuse of Authority,Stop,77.0,Unsubstantiated
30830,Black,Male,23.0,Abuse of Authority,Frisk,77.0,Unsubstantiated
30830,Black,Male,23.0,Abuse of Authority,Question,77.0,Unsubstantiated
20894,Black,Male,65.0,Abuse of Authority,Stop,75.0,Unsubstantiated
20894,Black,Male,65.0,Abuse of Authority,Search (of person),75.0,Unsubstantiated
21630,Black,Female,15.0,Abuse of Authority,Stop,75.0,Unsubstantiated
22053,Black,Male,20.0,Abuse of Authority,Stop,73.0,Exonerated
17145,White,Female,13.0,Abuse of Authority,Search (of person),75.0,Unsubstantiated
24615,Black,Male,27.0,Abuse of Authority,Vehicle search,75.0,Unsubstantiated
38491,Black,Female,45.0,Abuse of Authority,Threat of arrest,75.0,Unsubstantiated
42449,Black,Male,34.0,Abuse of Authority,Vehicle search,73.0,Unsubstantiated
42449,Black,Male,34.0,Abuse of Authority,Failure to provide RTKA card,73.0,Substantiated (Command Lvl Instructions)
32384,Black,Male,27.0,Abuse of Authority,Threat of arrest,70.0,Exonerated
34985,White,Male,65.0,Discourtesy,Action,70.0,Unsubstantiated
34985,White,Male,65.0,Abuse of Authority,Refusal to provide name/shield number,70.0,Substantiated (Command Lvl Instructions)
35855,White,Female,40.0,Discourtesy,Word,70.0,Unsubstantiated
35855,White,Female,40.0,Abuse of Authority,Threat of arrest,70.0,Exonerated
32313,Black,Male,28.0,Abuse of Authority,Frisk,73.0,Substantiated (Formalized Training)
6057,Black,Male,25.0,Abuse of Authority,Frisk and/or search,44.0,Exonerated
6057,Black,Male,25.0,Discourtesy,Word,44.0,Unsubstantiated
8480,Black,Male,14.0,Force,Gun Pointed,83.0,Exonerated
8480,Black,Male,14.0,Force,Physical force,83.0,Unsubstantiated
8480,Black,Male,14.0,Force,Gun as club,83.0,Unsubstantiated
20730,Black,Male,49.0,Abuse of Authority,Vehicle stop,44.0,Unsubstantiated
20730,Black,Male,49.0,Abuse of Authority,Vehicle search,44.0,Unsubstantiated
22278,Black,Male,34.0,Discourtesy,Word,44.0,Unsubstantiated
22278,Black,Male,34.0,Abuse of Authority,Threat of force (verbal or physical),44.0,Unsubstantiated
22628,Black,Male,31.0,Abuse of Authority,Retaliatory arrest,44.0,Unsubstantiated
22628,Black,Male,31.0,Abuse of Authority,Retaliatory arrest,44.0,Unsubstantiated
22628,Black,Male,31.0,Abuse of Authority,Question,44.0,Substantiated (Command Discipline)
33596,Black,Male,45.0,Abuse of Authority,Threat of arrest,25.0,Exonerated
33818,Hispanic,Female,,Abuse of Authority,Threat of arrest,25.0,Unsubstantiated
34671,Black,Male,52.0,Abuse of Authority,Stop,25.0,Unsubstantiated
35909,Black,Male,31.0,Abuse of Authority,Threat of arrest,23.0,Unsubstantiated
35909,Black,Male,31.0,Discourtesy,Word,23.0,Unsubstantiated
9860,Hispanic,Female,19.0,Abuse of Authority,Question and/or stop,79.0,Exonerated
41303,Black,Male,44.0,Abuse of Authority,Frisk,73.0,Exonerated
41303,Black,Male,44.0,Abuse of Authority,Seizure of property,73.0,Exonerated
41303,Black,Male,44.0,Abuse of Authority,Strip-searched,73.0,Unsubstantiated
42449,Black,Male,34.0,Abuse of Authority,Failure to provide RTKA card,73.0,Substantiated (Command Lvl Instructions)
42449,Black,Male,34.0,Abuse of Authority,Vehicle search,73.0,Unsubstantiated
43210,Hispanic,Male,41.0,Abuse of Authority,Photography/Videography,73.0,Unsubstantiated
16544,Black,Male,29.0,Force,Physical force,75.0,Exonerated
22496,Black,Male,32.0,Abuse of Authority,Refusal to provide name/shield number,75.0,Unsubstantiated
22496,Black,Male,32.0,Abuse of Authority,Search (of person),75.0,Exonerated
22496,Black,Male,32.0,Abuse of Authority,Stop,75.0,Exonerated
37805,Black,Male,31.0,Abuse of Authority,Interference with recording,75.0,Substantiated (Command Discipline B)
37805,Black,Male,31.0,Abuse of Authority,Refusal to provide name/shield number,75.0,Substantiated (Command Discipline B)
37805,Black,Male,31.0,Discourtesy,Action,75.0,Substantiated (Command Discipline B)
22496,Black,Male,32.0,Abuse of Authority,Frisk,75.0,Exonerated
37805,Black,Male,31.0,Abuse of Authority,Interference with recording,75.0,Exonerated
25643,Black,Female,41.0,Abuse of Authority,Refusal to provide name/shield number,23.0,Unsubstantiated
42724,Black,Male,23.0,Discourtesy,Word,73.0,Exonerated
25643,Black,Female,41.0,Abuse of Authority,Refusal to obtain medical treatment,23.0,Unsubstantiated
42016,Hispanic,Female,42.0,Offensive Language,Race,75.0,Unsubstantiated
42016,Hispanic,Female,42.0,Offensive Language,Gender,75.0,Unsubstantiated
42016,Hispanic,Female,42.0,Discourtesy,Word,75.0,Unsubstantiated
42016,Hispanic,Female,42.0,Abuse of Authority,Failed to Obtain Language Interpretation,75.0,Substantiated (Command Lvl Instructions)
30420,Hispanic,Male,21.0,Force,Physical force,41.0,Unsubstantiated
30420,Hispanic,Male,21.0,Force,Other,41.0,Substantiated (Command Discipline B)
30420,Hispanic,Male,21.0,Force,Chokehold,41.0,Substantiated (Command Discipline B)
30420,Hispanic,Male,21.0,Abuse of Authority,Stop,41.0,Substantiated (Command Discipline B)
36215,Black,Male,52.0,Abuse of Authority,Vehicle stop,41.0,Exonerated
36544,Black,Male,19.0,Force,Physical force,41.0,Unsubstantiated
36544,Black,Male,19.0,Abuse of Authority,Other,41.0,Unsubstantiated
38987,Hispanic,Male,18.0,Abuse of Authority,Seizure of property,41.0,Exonerated
38987,Hispanic,Male,18.0,Force,Physical force,41.0,Unsubstantiated
38987,Hispanic,Male,18.0,Abuse of Authority,Question,41.0,Exonerated
38987,Hispanic,Male,18.0,Abuse of Authority,Refusal to obtain medical treatment,41.0,Unsubstantiated
38987,Hispanic,Male,18.0,Abuse of Authority,Vehicle search,41.0,Unsubstantiated
38987,Hispanic,Male,18.0,Discourtesy,Word,41.0,Unsubstantiated
36293,Hispanic,Male,56.0,Force,Physical force,41.0,Unsubstantiated
36544,Black,Male,19.0,Abuse of Authority,Refusal to obtain medical treatment,41.0,Unsubstantiated
32574,Black,Female,51.0,Discourtesy,Word,32.0,Unsubstantiated
33673,Black,Male,30.0,Abuse of Authority,Threat of force (verbal or physical),32.0,Unsubstantiated
35589,Asian,Male,25.0,Abuse of Authority,Refusal to obtain medical treatment,32.0,Unsubstantiated
35589,Asian,Male,25.0,Discourtesy,Word,32.0,Unsubstantiated
35589,Asian,Male,25.0,Abuse of Authority,Threat of force (verbal or physical),32.0,Unsubstantiated
37064,Black,Male,31.0,Abuse of Authority,Threat of force (verbal or physical),32.0,Unsubstantiated
33673,Black,Male,30.0,Abuse of Authority,Strip-searched,32.0,Substantiated (Command Discipline A)
11693,Black,Female,48.0,Abuse of Authority,Other,47.0,Unsubstantiated
11693,Black,Female,48.0,Abuse of Authority,Refusal to provide name/shield number,47.0,Substantiated (Command Discipline)
18607,Black,Male,41.0,Abuse of Authority,Threat of arrest,42.0,Exonerated
22911,Black,Male,18.0,Force,Physical force,42.0,Exonerated
24341,Black,Male,14.0,Abuse of Authority,Stop,42.0,Unsubstantiated
24341,Black,Male,14.0,Abuse of Authority,Stop,42.0,Unsubstantiated
34177,Black,Male,28.0,Discourtesy,Demeanor/tone,114.0,Unsubstantiated
34256,White,Male,34.0,Abuse of Authority,Threat of arrest,114.0,Exonerated
39264,Black,Female,26.0,Force,Physical force,114.0,Exonerated
39264,Black,Female,26.0,Abuse of Authority,Sexual Misconduct (Sexual Humiliation),114.0,Unsubstantiated
22911,Black,Male,18.0,Abuse of Authority,Threat of force (verbal or physical),42.0,Unsubstantiated
22671,Black,Female,19.0,Discourtesy,Word,48.0,Substantiated (Command Discipline)
22671,Black,Female,19.0,Offensive Language,Gender,48.0,Unsubstantiated
32574,Black,Female,51.0,Discourtesy,Word,32.0,Unsubstantiated
33673,Black,Male,30.0,Abuse of Authority,Search (of person),32.0,Exonerated
33673,Black,Male,26.0,Abuse of Authority,Frisk,32.0,Exonerated
33673,Black,Male,30.0,Abuse of Authority,Other,32.0,Substantiated (Command Discipline A)
26782,Black,Male,42.0,Abuse of Authority,Stop,23.0,Unsubstantiated
26782,Black,Male,45.0,Abuse of Authority,Frisk,23.0,Substantiated (Charges)
26782,Black,Male,45.0,Abuse of Authority,Stop,23.0,Unsubstantiated
4233,White,Male,35.0,Force,Physical force,30.0,Unsubstantiated
33293,Black,Female,25.0,Abuse of Authority,Threat of arrest,25.0,Unsubstantiated
36737,Asian,Male,23.0,Abuse of Authority,Interference with recording,88.0,Unsubstantiated
36737,Asian,Male,23.0,Abuse of Authority,Refusal to provide name/shield number,88.0,Substantiated (Command Lvl Instructions)
36737,Asian,Male,23.0,Discourtesy,Word,88.0,Substantiated (Command Lvl Instructions)
36737,Asian,Male,23.0,Abuse of Authority,Threat of arrest,88.0,Substantiated (Command Lvl Instructions)
39923,Black,Male,28.0,Discourtesy,Word,83.0,Unsubstantiated
43060,Black,Female,34.0,Force,Pepper spray,79.0,Unsubstantiated
43060,Black,Female,34.0,Discourtesy,Action,79.0,Unsubstantiated
43060,Black,Female,35.0,Force,Pepper spray,79.0,Unsubstantiated
43060,Black,Female,34.0,Abuse of Authority,Vehicle search,79.0,Unsubstantiated
20770,Black,Female,34.0,Abuse of Authority,Refusal to obtain medical treatment,79.0,Substantiated (Charges)
31505,Black,Male,18.0,Abuse of Authority,Stop,84.0,Exonerated
31505,Black,Male,18.0,Force,Physical force,84.0,Substantiated (Command Discipline B)
33970,Black,Male,34.0,Abuse of Authority,Refusal to process civilian complaint,40.0,Substantiated (Command Discipline B)
9158,Black,Male,36.0,Abuse of Authority,Question and/or stop,73.0,Exonerated
9158,Black,Male,36.0,Discourtesy,Word,73.0,Unsubstantiated
11648,Black,Male,24.0,Abuse of Authority,Refusal to process civilian complaint,73.0,Unsubstantiated
21707,Black,Male,22.0,Force,Chokehold,73.0,Unsubstantiated
21707,Black,Male,22.0,Force,Physical force,73.0,Unsubstantiated
23159,Black,Male,24.0,Force,Nonlethal restraining device,67.0,Unsubstantiated
23815,Black,Male,31.0,Discourtesy,Word,67.0,Substantiated (Charges)
23815,Black,Male,31.0,Discourtesy,Word,67.0,Substantiated (Charges)
23815,Black,Male,31.0,Abuse of Authority,Stop,67.0,Substantiated (Charges)
23815,Black,Male,31.0,Abuse of Authority,Threat of arrest,67.0,Substantiated (Charges)
24597,Black,Male,26.0,Abuse of Authority,Stop,67.0,Substantiated (Charges)
24597,Black,Male,26.0,Abuse of Authority,Refusal to provide name/shield number,67.0,Substantiated (Charges)
24640,Black,Male,24.0,Force,Gun Pointed,67.0,Unsubstantiated
24640,Black,Male,24.0,Force,Nightstick as club (incl asp & baton),67.0,Exonerated
25310,Black,Male,17.0,Abuse of Authority,Threat of force (verbal or physical),67.0,Unsubstantiated
25310,Black,Male,17.0,Discourtesy,Word,67.0,Unsubstantiated
25310,Hispanic,Male,17.0,Abuse of Authority,Vehicle search,67.0,Unsubstantiated
25310,Black,Male,17.0,Force,Gun Pointed,67.0,Unsubstantiated
25310,Hispanic,Male,17.0,Abuse of Authority,Search (of person),67.0,Unsubstantiated
25310,Black,Male,17.0,Abuse of Authority,Frisk,67.0,Unsubstantiated
28379,Black,Male,42.0,Discourtesy,Word,67.0,Unsubstantiated
28379,Black,Male,42.0,Force,Physical force,67.0,Unsubstantiated
23815,Black,Male,31.0,Abuse of Authority,Threat of force (verbal or physical),67.0,Substantiated (Charges)
25310,Hispanic,Male,17.0,Abuse of Authority,Vehicle stop,67.0,Exonerated
30688,Black,Male,41.0,Abuse of Authority,Other,23.0,Unsubstantiated
30688,Black,Male,41.0,Abuse of Authority,Frisk,23.0,Unsubstantiated
30688,Black,Male,41.0,Discourtesy,Word,23.0,Substantiated (Formalized Training)
36640,Hispanic,Male,29.0,Abuse of Authority,Interference with recording,47.0,Unsubstantiated
36640,Hispanic,Male,22.0,Abuse of Authority,Interference with recording,47.0,Unsubstantiated
35688,Hispanic,Male,50.0,Abuse of Authority,Other,32.0,Substantiated (Formalized Training)
35688,Hispanic,Male,50.0,Abuse of Authority,Frisk,32.0,Exonerated
34844,Black,Female,33.0,Discourtesy,Word,88.0,Unsubstantiated
34844,Black,Female,33.0,Force,Gun Pointed,88.0,Substantiated (Formalized Training)
34853,Black,Male,32.0,Abuse of Authority,Search (of person),73.0,Exonerated
34853,Black,Male,32.0,Abuse of Authority,Threat to damage/seize property,73.0,Unsubstantiated
34853,Black,Male,32.0,Abuse of Authority,Frisk,73.0,Exonerated
39534,Black,Male,24.0,Abuse of Authority,Vehicle search,79.0,Unsubstantiated
39534,Black,Male,24.0,Abuse of Authority,Frisk,79.0,Unsubstantiated
39534,Black,Male,24.0,Abuse of Authority,Search (of person),79.0,Unsubstantiated
42524,Hispanic,Male,37.0,Abuse of Authority,Interference with recording,90.0,Substantiated (Command Discipline A)
42524,Hispanic,Male,38.0,Abuse of Authority,Vehicle stop,90.0,Exonerated
13336,Black,Male,19.0,Force,Physical force,73.0,Unsubstantiated
16095,Black,Male,34.0,Abuse of Authority,Question,79.0,Substantiated (Instructions)
16095,Black,Male,34.0,Abuse of Authority,Refusal to provide name/shield number,79.0,Substantiated (Command Discipline)
29224,Black,Male,49.0,Abuse of Authority,Stop,79.0,Unsubstantiated
13336,Black,Female,28.0,Abuse of Authority,Refusal to provide name/shield number,73.0,Unsubstantiated
36475,Asian,Male,41.0,Abuse of Authority,Threat of arrest,107.0,Unsubstantiated
36475,Asian,Male,41.0,Abuse of Authority,Threat of arrest,107.0,Substantiated (Command Discipline A)
35958,Black,Male,11.0,Force,Gun Pointed,32.0,Substantiated (Charges)
35958,Black,Male,11.0,Abuse of Authority,Stop,32.0,Substantiated (Charges)
35958,Black,Male,11.0,Abuse of Authority,Threat of force (verbal or physical),32.0,Unsubstantiated
14777,Hispanic,Male,19.0,Discourtesy,Word,48.0,Unsubstantiated
14777,Hispanic,Male,19.0,Force,Physical force,48.0,Unsubstantiated
14777,Hispanic,Male,20.0,Abuse of Authority,Threat of force (verbal or physical),48.0,Unsubstantiated
14777,Hispanic,Male,19.0,Abuse of Authority,Stop,48.0,Unsubstantiated
14777,Hispanic,Male,19.0,Abuse of Authority,Frisk,48.0,Unsubstantiated
14777,Hispanic,Male,20.0,Force,Physical force,48.0,Unsubstantiated
14777,Hispanic,Male,20.0,Abuse of Authority,Search (of person),48.0,Unsubstantiated
14777,Hispanic,Male,20.0,Abuse of Authority,Stop,48.0,Unsubstantiated
16184,Black,Male,24.0,Force,Physical force,48.0,Unsubstantiated
16557,Black,Male,19.0,Force,Physical force,48.0,Unsubstantiated
17917,White,Male,25.0,Force,Physical force,48.0,Unsubstantiated
17917,Hispanic,Female,26.0,Discourtesy,Word,48.0,Unsubstantiated
18833,Hispanic,Female,21.0,Abuse of Authority,Stop,48.0,Exonerated
18833,Hispanic,Female,21.0,Abuse of Authority,Threat of arrest,48.0,Unsubstantiated
18920,Hispanic,Male,24.0,Abuse of Authority,Threat of arrest,48.0,Unsubstantiated
22379,Black,Male,18.0,Force,Hit against inanimate object,48.0,Unsubstantiated
22379,Black,Male,18.0,Offensive Language,Race,48.0,Unsubstantiated
22379,Black,Male,21.0,Abuse of Authority,Stop,48.0,Substantiated (Instructions)
22379,Black,Male,18.0,Abuse of Authority,Search (of person),48.0,Unsubstantiated
32474,Black,Female,25.0,Discourtesy,Word,81.0,Substantiated (Formalized Training)
32474,Black,Female,25.0,Force,Physical force,81.0,Unsubstantiated
32474,Black,Female,25.0,Abuse of Authority,Refusal to provide name/shield number,81.0,Unsubstantiated
19233,Black,Male,32.0,Discourtesy,Word,42.0,Unsubstantiated
19233,Black,Male,32.0,Abuse of Authority,Stop,42.0,Substantiated (Charges)
31573,Black,Male,48.0,Abuse of Authority,Other,88.0,Unsubstantiated
31573,Black,Male,48.0,Abuse of Authority,Refusal to provide name/shield number,88.0,Substantiated (Charges)
37974,Black,Female,27.0,Offensive Language,Race,88.0,Unsubstantiated
37974,Black,Female,27.0,Abuse of Authority,Seizure of property,88.0,Exonerated
37974,Hispanic,Female,59.0,Abuse of Authority,Threat of arrest,88.0,Exonerated
37974,Black,Female,27.0,Abuse of Authority,Vehicle search,88.0,Exonerated
37974,Hispanic,Female,59.0,Offensive Language,Race,88.0,Unsubstantiated
39673,Black,Male,23.0,Abuse of Authority,Vehicle stop,79.0,Unsubstantiated
39673,Black,Male,23.0,Abuse of Authority,Vehicle search,79.0,Unsubstantiated
39673,Black,Male,23.0,Abuse of Authority,Other,79.0,Unsubstantiated
40488,Hispanic,Male,29.0,Force,Physical force,83.0,Unsubstantiated
42142,Black,Male,28.0,Discourtesy,Gesture,81.0,Unsubstantiated
42142,Black,Male,28.0,Discourtesy,Word,81.0,Unsubstantiated
37974,Black,Female,27.0,Discourtesy,Action,88.0,Substantiated (Command Lvl Instructions)
36737,Asian,Male,23.0,Abuse of Authority,Threat of force (verbal or physical),88.0,Unsubstantiated
36737,Asian,Male,23.0,Abuse of Authority,Threat of arrest,88.0,Substantiated (Command Lvl Instructions)
6992,White,Male,43.0,Discourtesy,Word,105.0,Unsubstantiated
6992,White,Male,43.0,Force,Gun Pointed,105.0,Unsubstantiated
6992,White,Male,43.0,Force,Physical force,105.0,Unsubstantiated
23724,Black,Male,28.0,Abuse of Authority,Refusal to obtain medical treatment,79.0,Unsubstantiated
41226,Hispanic,Female,32.0,Abuse of Authority,Refusal to provide name,83.0,Substantiated (Formalized Training)
38690,Black,Male,30.0,Force,Physical force,10.0,Unsubstantiated
38690,Black,Male,30.0,Force,Physical force,10.0,Unsubstantiated
38690,Black,Male,30.0,Force,Physical force,10.0,Substantiated (Command Discipline B)
17008,Black,Female,49.0,Force,Physical force,73.0,Unsubstantiated
17008,Black,Female,49.0,Abuse of Authority,Threat of arrest,73.0,Unsubstantiated
17008,Black,Female,49.0,Abuse of Authority,Refusal to provide name/shield number,73.0,Unsubstantiated
18112,Black,Female,48.0,Abuse of Authority,Threat of force (verbal or physical),73.0,Unsubstantiated
38454,Black,Male,25.0,Abuse of Authority,Refusal to provide name/shield number,7.0,Unsubstantiated
40356,Black,Male,18.0,Abuse of Authority,Threat of force (verbal or physical),7.0,Substantiated (Command Discipline A)
40356,Black,Male,18.0,Abuse of Authority,Threat of force (verbal or physical),7.0,Unsubstantiated
24857,Hispanic,Male,18.0,Abuse of Authority,Stop,75.0,Substantiated (Charges)
22920,Black,Male,,Discourtesy,Word,73.0,Substantiated (No Recommendations)
22920,Black,Male,19.0,Abuse of Authority,Stop,73.0,Exonerated
21274,Asian,Female,24.0,Abuse of Authority,Threat of arrest,10.0,Exonerated
21274,White,Male,25.0,Force,Physical force,10.0,Exonerated
21274,White,Male,25.0,Abuse of Authority,Stop,10.0,Exonerated
27053,Hispanic,Male,29.0,Discourtesy,Word,7.0,Unsubstantiated
27053,Hispanic,Male,29.0,Force,Physical force,7.0,Unsubstantiated
27053,Hispanic,Male,29.0,Abuse of Authority,Refusal to provide name/shield number,7.0,Substantiated (Instructions)
26209,Asian,Female,34.0,Discourtesy,Word,115.0,Unsubstantiated
36428,Asian,Male,23.0,Abuse of Authority,Stop,62.0,Substantiated (Command Discipline A)
38394,Hispanic,Male,33.0,Abuse of Authority,Vehicle stop,9.0,Exonerated
38454,Black,Male,25.0,Abuse of Authority,Refusal to provide name/shield number,7.0,Substantiated (Command Discipline A)
39079,Hispanic,Male,51.0,Abuse of Authority,Stop,9.0,Exonerated
37637,Hispanic,Female,36.0,Force,Physical force,7.0,Exonerated
34590,Black,Female,17.0,Abuse of Authority,Other,5.0,Substantiated (Formalized Training)
34590,Black,Female,17.0,Force,Physical force,5.0,Substantiated (Formalized Training)
37637,Hispanic,Female,36.0,Abuse of Authority,Forcible Removal to Hospital,7.0,Exonerated
29573,Black,Male,34.0,Abuse of Authority,Stop,9.0,Unsubstantiated
29573,Black,Male,34.0,Abuse of Authority,Threat of arrest,9.0,Substantiated (Charges)
38394,Hispanic,Male,33.0,Abuse of Authority,Frisk,9.0,Unsubstantiated
38394,Hispanic,Male,33.0,Abuse of Authority,Vehicle stop,9.0,Exonerated
38454,Black,Male,25.0,Abuse of Authority,Refusal to provide name/shield number,7.0,Substantiated (Command Discipline A)
39079,Hispanic,Male,51.0,Abuse of Authority,Search (of person),9.0,Exonerated
39079,Hispanic,Male,51.0,Abuse of Authority,Frisk,9.0,Exonerated
39079,Hispanic,Male,51.0,Abuse of Authority,Stop,9.0,Exonerated
29573,Black,Male,34.0,Abuse of Authority,Refusal to provide name/shield number,9.0,Substantiated (Charges)
38394,Hispanic,Male,33.0,Abuse of Authority,Vehicle search,9.0,Unsubstantiated
29631,Hispanic,Female,27.0,Discourtesy,Action,10.0,Unsubstantiated
34870,Other Race,Female,23.0,Abuse of Authority,Frisk,9.0,Unsubstantiated
34870,Hispanic,Male,24.0,Abuse of Authority,Vehicle search,9.0,Unsubstantiated
34870,Hispanic,Male,24.0,Abuse of Authority,Vehicle search,9.0,Unsubstantiated
34870,Hispanic,Male,24.0,Abuse of Authority,Vehicle stop,9.0,Exonerated
34870,Other Race,Female,23.0,Abuse of Authority,Search (of person),9.0,Unsubstantiated
34870,Black,Male,28.0,Abuse of Authority,Frisk,9.0,Unsubstantiated
29631,Hispanic,Female,27.0,Abuse of Authority,Stop,10.0,Substantiated (Formalized Training)
30089,Hispanic,Male,14.0,Abuse of Authority,Question,9.0,Exonerated
30089,Hispanic,Male,14.0,Abuse of Authority,Search (of person),9.0,Unsubstantiated
30089,Hispanic,Male,14.0,Abuse of Authority,Stop,9.0,Exonerated
30089,Hispanic,Male,14.0,Discourtesy,Word,9.0,Unsubstantiated
30089,Hispanic,Male,14.0,Abuse of Authority,Frisk,9.0,Exonerated
32013,Black,Male,30.0,Abuse of Authority,Refusal to obtain medical treatment,9.0,Substantiated (Command Discipline A)
34139,Black,Female,42.0,Abuse of Authority,Threat of arrest,7.0,Exonerated
30089,Hispanic,Male,14.0,Offensive Language,Sexual orientation,9.0,Unsubstantiated
11020,Black,Male,19.0,Abuse of Authority,Question and/or stop,73.0,Exonerated
31292,Hispanic,Male,27.0,Abuse of Authority,Stop,9.0,Exonerated
31292,Hispanic,Male,27.0,Abuse of Authority,Frisk,9.0,Substantiated (Formalized Training)
35182,White,Male,67.0,Abuse of Authority,Threat of arrest,60.0,Exonerated
35182,White,Male,67.0,Abuse of Authority,Premises entered and/or searched,60.0,Exonerated
42475,Other Race,Female,22.0,Abuse of Authority,Interference with recording,7.0,Unsubstantiated
42475,Other Race,Female,22.0,Abuse of Authority,Entry of Premises,7.0,Exonerated
42475,Other Race,Female,22.0,Force,Physical force,7.0,Unsubstantiated
42475,Other Race,Female,22.0,Abuse of Authority,Threat re: removal to hospital,7.0,Substantiated (Formalized Training)
34202,White,Male,33.0,Force,Physical force,23.0,Exonerated
34202,White,Male,31.0,Force,Physical force,23.0,Exonerated
34202,White,Male,31.0,Force,Pepper spray,23.0,Exonerated
34202,White,Male,33.0,Force,Pepper spray,23.0,Exonerated
34202,Hispanic,Male,,Force,Pepper spray,23.0,Exonerated
34202,White,Male,33.0,Force,Gun as club,23.0,Substantiated (Command Discipline B)
34202,White,Male,31.0,Force,Gun as club,23.0,Substantiated (Command Discipline B)
